,User,Influence_Score
451,terinfluencer_581,0
452,fluencer_110,0
453,nfluencer_412,0
454,tinfluencer_332,0
455,tCFinfluencer_213,0
456,_13influencer_392,0
457,einfluencer_228,0
458,luencer_29,0
459,encer_974,0
460,ey3influencer_294,0
461,ey3influencer_69,0
462,rinfluencer_417,0
463,iorinfluencer_559,0
464,2influencer_183,0
465,nfluencer_571,0
466,1influencer_658,0
467,msinfluencer_848,0
468,msinfluencer_849,0
469,inoinfluencer_953,0
470,influencer_51,0
471,81influencer_493,0
472,nCDinfluencer_192,0
473,yinfluencer_890,0
474,influencer_177,0
475,Sinfluencer_933,0
476,esinfluencer_483,0
477,uencer_435,0
478,encer_715,0
479,uencer_221,0
480,uencer_162,0
481,uencer_171,0
482,rxinfluencer_950,0
483,tinfluencer_872,0
484,uencer_103,0
485,htinfluencer_878,0
486,fluencer_463,0
487,fluencer_468,0
488,einfluencer_60,0
489,sieinfluencer_114,0
490,byinfluencer_714,0
491,rinfluencer_631,0
492,influencer_278,0
493,adinfluencer_669,0
494,influencer_191,0
495,undinfluencer_456,0
496,er0influencer_787,0
497,uencer_12,0
498,influencer_698,0
499,557influencer_377,0
500,in1influencer_224,0
501,nfluencer_443,0
502,itinfluencer_477,0
503,__influencer_181,0
504,cer_516,0
505,tinfluencer_307,0
506,influencer_383,0
507,pinfluencer_499,0
508,estinfluencer_657,0
509,nfluencer_427,0
510,tsinfluencer_3,0
511,hinfluencer_763,0
512,sinfluencer_800,0
513,5influencer_457,0
514,uencer_835,0
515,nfluencer_524,0
516,nninfluencer_327,0
517,nfluencer_626,0
518,influencer_96,0
519,ncer_198,0
520,Nowinfluencer_522,0
521,luencer_117,0
522,iveinfluencer_868,0
523,fluencer_237,0
524,encer_299,0
525,encer_283,0
526,r37influencer_987,0
527,uencer_1,0
528,fluencer_59,0
529,nfluencer_994,0
530,rtinfluencer_939,0
531,elainfluencer_550,0
532,dieinfluencer_320,0
533,985influencer_577,0
534,985influencer_744,0
535,985influencer_932,0
536,nfluencer_387,0
537,uencer_419,0
538,uencer_548,0
539,fluencer_525,0
540,uencer_338,0
541,encer_324,0
542,Faninfluencer_32,0
543,13influencer_295,0
544,luencer_633,0
545,uencer_891,0
546,cer_841,0
547,nfluencer_955,0
548,yinfluencer_742,0
549,luencer_65,0
550,obinfluencer_945,0
551,fluencer_566,0
552,luencer_233,0
553,246influencer_92,0
554,luencer_602,0
555,nfluencer_75,0
556,uencer_30,0
557,influencer_745,0
558,influencer_79,0
559,encer_112,0
560,luencer_976,0
561,nfluencer_409,0
562,uencer_565,0
563,influencer_424,0
564,fluencer_957,0
565,eeinfluencer_609,0
566,sinfluencer_637,0
567,fluencer_131,0
568,fluencer_371,0
569,encer_920,0
570,luencer_852,0
571,uencer_651,0
572,nfluencer_842,0
573,ainfluencer_458,0
574,adeinfluencer_430,0
575,nfluencer_471,0
576,nfluencer_593,0
577,encer_274,0
578,encer_297,0
579,luencer_234,0
580,ncer_664,0
581,luencer_700,0
582,encer_729,0
583,uencer_434,0
584,nfluencer_432,0
585,z98influencer_736,0
586,fluencer_790,0
587,yinfluencer_416,0
588,influencer_877,0
589,nfluencer_996,0
590,luencer_21,0
591,fluencer_178,0
592,fluencer_980,0
593,luencer_167,0
594,uencer_328,0
595,linfluencer_227,0
596,uencer_210,0
597,influencer_591,0
598,eninfluencer_342,0
599,nfluencer_420,0
600,luencer_646,0
601,owinfluencer_722,0
602,influencer_168,0
603,_influencer_247,0
604,fluencer_214,0
605,encer_671,0
606,luencer_423,0
607,nfluencer_231,0
608,fluencer_235,0
609,fluencer_345,0
610,influencer_313,0
611,neinfluencer_834,0
612,nfluencer_250,0
613,luencer_356,0
614,66influencer_74,0
615,influencer_530,0
616,fluencer_238,0
617,nfluencer_539,0
618,nfluencer_304,0
619,1influencer_264,0
620,fluencer_940,0
621,icsinfluencer_272,0
622,nfluencer_100,0
623,lowinfluencer_212,0
624,luencer_788,0
625,influencer_275,0
626,encer_170,0
627,9influencer_687,0
628,ninfluencer_904,0
629,nfluencer_531,0
630,nfluencer_648,0
631,nfluencer_390,0
632,influencer_938,0
633,cer_354,0
634,nfluencer_986,0
635,fluencer_968,0
636,etinfluencer_813,0
637,rtinfluencer_728,0
638,influencer_256,0
639,encer_535,0
640,encer_160,0
641,luencer_381,0
642,fluencer_634,0
643,ncer_386,0
644,uencer_452,0
645,noinfluencer_123,0
646,luencer_557,0
647,fluencer_257,0
648,influencer_285,0
649,letinfluencer_343,0
650,fluencer_211,0
651,nfluencer_33,0
652,ssinfluencer_290,0
653,ginfluencer_708,0
654,influencer_246,0
655,nfluencer_35,0
656,ulinfluencer_985,0
657,nfluencer_839,0
658,influencer_737,0
659,fluencer_151,0
660,ualinfluencer_292,0
661,nfluencer_765,0
662,influencer_509,0
663,nfluencer_37,0
664,LXVinfluencer_936,0
665,fluencer_537,0
666,nfluencer_446,0
667,uencer_395,0
668,sinfluencer_808,0
669,wninfluencer_236,0
670,lieinfluencer_923,0
671,sinfluencer_319,0
672,fluencer_865,0
673,cupinfluencer_17,0
674,fluencer_375,0
675,luencer_105,0
676,encer_487,0
677,fluencer_572,0
678,luencer_195,0
679,luencer_844,0
680,fluencer_803,0
681,sinfluencer_154,0
682,uencer_158,0
683,encer_445,0
684,fluencer_613,0
685,fluencer_928,0
686,influencer_606,0
687,encer_793,0
688,dinfluencer_95,0
689,fluencer_603,0
690,uencer_628,0
691,ninfluencer_747,0
692,nfluencer_153,0
693,terinfluencer_652,0
694,terinfluencer_672,0
695,terinfluencer_690,0
696,luencer_712,0
697,influencer_735,0
698,influencer_916,0
699,uencer_696,0
700,luencer_218,0
701,uencer_73,0
702,ncer_682,0
703,influencer_762,0
704,influencer_764,0
705,influencer_779,0
706,hesinfluencer_165,0
707,winfluencer_322,0
708,encer_40,0
709,einfluencer_519,0
710,eyinfluencer_373,0
711,luencer_453,0
712,luencer_967,0
713,fluencer_732,0
714,ninfluencer_370,0
715,encer_393,0
716,uencer_485,0
717,luencer_748,0
718,neinfluencer_476,0
719,fluencer_489,0
720,einfluencer_817,0
721,fluencer_618,0
722,metinfluencer_726,0
723,fluencer_411,0
724,ninfluencer_886,0
725,encer_316,0
726,feinfluencer_18,0
727,influencer_396,0
728,luencer_384,0
729,nfluencer_321,0
730,nfluencer_508,0
731,influencer_289,0
732,influencer_302,0
733,influencer_309,0
734,influencer_326,0
735,influencer_333,0
736,influencer_704,0
737,luencer_811,0
738,luencer_818,0
739,luencer_820,0
740,einfluencer_554,0
741,nfluencer_978,0
742,uencer_106,0
743,uencer_107,0
744,ofginfluencer_448,0
745,nfluencer_951,0
746,nfluencer_540,0
747,nfluencer_705,0
748,luencer_802,0
749,fluencer_533,0
750,fluencer_888,0
751,nfluencer_146,0
752,nfluencer_355,0
753,ti2influencer_532,0
754,linfluencer_480,0
755,encer_861,0
756,einfluencer_903,0
757,nfluencer_125,0
758,fluencer_689,0
759,nfluencer_451,0
760,influencer_31,0
761,luencer_966,0
762,uencer_369,0
763,einfluencer_995,0
764,uencer_768,0
765,uencer_769,0
766,uencer_774,0
767,uencer_781,0
768,nfluencer_598,0
769,kinfluencer_230,0
770,nfluencer_132,0
771,luencer_63,0
772,fluencer_635,0
773,encer_169,0
774,encer_179,0
775,oo1influencer_98,0
776,nfluencer_78,0
777,nfluencer_346,0
778,fluencer_647,0
779,fluencer_597,0
780,uencer_52,0
781,owinfluencer_24,0
782,influencer_595,0
783,luencer_379,0
784,encer_193,0
785,eeninfluencer_455,0
786,lininfluencer_910,0
